# lat,long,cluster
-1.597600399373813873e-01,-1.056395300675340598e+00,0.000000000000000000e+00
-1.597600399373813873e-01,-1.056395300675340598e+00,0.000000000000000000e+00
4.471617287141989305e-02,-1.441899781004430725e+00,1.000000000000000000e+00
4.471617287141989305e-02,-1.441899781004430725e+00,1.000000000000000000e+00
4.471617287141989305e-02,-1.441899781004430725e+00,1.000000000000000000e+00
-7.436573366134066054e-01,-1.544644615454712655e+00,0.000000000000000000e+00
-1.597600399373813873e-01,-1.056395300675340598e+00,0.000000000000000000e+00
1.693730570830841220e+00,-2.023143597617574674e+00,1.000000000000000000e+00
6.034905229448726122e-02,-1.442012501612713882e+00,1.000000000000000000e+00
-1.604090095036509123e+00,-1.444266913778381456e+00,0.000000000000000000e+00
-4.115742766796374186e-01,-1.971010316286521125e+00,1.000000000000000000e+00
-4.115742766796374186e-01,-1.971010316286521125e+00,1.000000000000000000e+00
-4.115742766796374186e-01,-1.971010316286521125e+00,1.000000000000000000e+00
-4.115742766796374186e-01,-1.971010316286521125e+00,1.000000000000000000e+00
-4.115742766796374186e-01,-1.971010316286521125e+00,1.000000000000000000e+00
-4.115742766796374186e-01,-1.971010316286521125e+00,1.000000000000000000e+00
-4.115742766796374186e-01,-1.971010316286521125e+00,1.000000000000000000e+00
-4.115742766796374186e-01,-1.971010316286521125e+00,1.000000000000000000e+00
-4.115742766796374186e-01,-1.971010316286521125e+00,1.000000000000000000e+00
-4.115742766796374186e-01,-1.971010316286521125e+00,1.000000000000000000e+00
-4.115742766796374186e-01,-1.971010316286521125e+00,1.000000000000000000e+00
-4.115742766796374186e-01,-1.971010316286521125e+00,1.000000000000000000e+00
8.157831754652052070e-02,-1.444999597732222751e+00,1.000000000000000000e+00
-1.604090095036509123e+00,-1.444266913778381456e+00,0.000000000000000000e+00
8.157831754652052070e-02,-1.444999597732222751e+00,1.000000000000000000e+00
-1.604090095036509123e+00,-1.444266913778381456e+00,0.000000000000000000e+00
1.102849354649243496e+00,-1.555183992329207454e+00,1.000000000000000000e+00
-1.604090095036509123e+00,-1.444266913778381456e+00,0.000000000000000000e+00
7.662105591439594132e-01,-1.716205381261986629e+00,1.000000000000000000e+00
-1.604090095036509123e+00,-1.444266913778381456e+00,0.000000000000000000e+00
-3.422869238328367203e+00,3.347009982104285353e-01,0.000000000000000000e+00
9.158329406043690391e-01,-1.148600758251129283e+00,1.000000000000000000e+00
9.158329406043690391e-01,-1.148600758251129283e+00,1.000000000000000000e+00
9.158329406043690391e-01,-1.148600758251129283e+00,1.000000000000000000e+00
9.158329406043690391e-01,-1.148600758251129283e+00,1.000000000000000000e+00
9.158329406043690391e-01,-1.148600758251129283e+00,1.000000000000000000e+00
-1.744216457868236481e-01,-1.051717395431581270e+00,0.000000000000000000e+00
-1.744216457868236481e-01,-1.051717395431581270e+00,0.000000000000000000e+00
-1.744216457868236481e-01,-1.051717395431581270e+00,0.000000000000000000e+00
-4.016765364531992288e-01,-1.455538974606717550e+00,0.000000000000000000e+00
-7.658347498777857698e-01,-1.536246930137603162e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-6.283764136489331520e-01,-1.508292219283329461e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.554051217419833764e-01,-1.542897446026321173e+00,0.000000000000000000e+00
-9.861982232836969953e-01,-1.633017572348867352e+00,0.000000000000000000e+00
-7.661816332969366705e-01,-1.537768658349427664e+00,0.000000000000000000e+00
-7.661816332969366705e-01,-1.537768658349427664e+00,0.000000000000000000e+00
-7.661816332969366705e-01,-1.537768658349427664e+00,0.000000000000000000e+00
-7.661816332969366705e-01,-1.537768658349427664e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-6.283764136489331520e-01,-1.508292219283329461e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-9.811568509253711934e-01,-1.623661761861347808e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-9.811568509253711934e-01,-1.623661761861347808e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
8.326648351972160134e-02,-1.441730700092005657e+00,1.000000000000000000e+00
-7.624121668088302828e-01,-1.517929831291557008e+00,0.000000000000000000e+00
-7.658347498777857698e-01,-1.536246930137603162e+00,0.000000000000000000e+00
-7.535088257172913861e-01,-1.533259834018093404e+00,0.000000000000000000e+00
-6.283764136489331520e-01,-1.508292219283329461e+00,0.000000000000000000e+00
-7.658347498777857698e-01,-1.536246930137603162e+00,0.000000000000000000e+00
-7.658347498777857698e-01,-1.536246930137603162e+00,0.000000000000000000e+00
-7.535088257172913861e-01,-1.533259834018093404e+00,0.000000000000000000e+00
-7.658347498777857698e-01,-1.536246930137603162e+00,0.000000000000000000e+00
-7.436573366134066054e-01,-1.544644615454712655e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.436573366134066054e-01,-1.544644615454712655e+00,0.000000000000000000e+00
-9.519492670328676409e-01,-1.618645694792738343e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-1.460457233946771183e+00,-1.755883035377728829e+00,0.000000000000000000e+00
-7.560526374577317688e-01,-1.539910349906812081e+00,0.000000000000000000e+00
-7.560295118964542871e-01,-1.539966710210953327e+00,0.000000000000000000e+00
-7.535088257172913861e-01,-1.533259834018093404e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.658347498777857698e-01,-1.536246930137603162e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.658347498777857698e-01,-1.536246930137603162e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.780219206706201485e-01,-1.539346746865395188e+00,0.000000000000000000e+00
-6.798307874896467595e-01,-1.519902441936515691e+00,0.000000000000000000e+00
8.326648351972160134e-02,-1.441730700092005657e+00,1.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.436573366134066054e-01,-1.544644615454712655e+00,0.000000000000000000e+00
-7.624121668088302828e-01,-1.517929831291557008e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.658347498777857698e-01,-1.536246930137603162e+00,0.000000000000000000e+00
1.241987269795245402e-01,-1.301449903083364390e+00,1.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.843814500217203278e-01,-1.502881630085727949e+00,0.000000000000000000e+00
-7.624121668088302828e-01,-1.517929831291557008e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-8.286900254279238043e-01,-1.568090501977652096e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.436573366134066054e-01,-1.544644615454712655e+00,0.000000000000000000e+00
-1.018227125651961051e+00,-1.623549041253064651e+00,0.000000000000000000e+00
-7.572089155215686596e-01,-1.539121305648828208e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-1.137624398523691793e+00,-1.936743251368379548e+00,0.000000000000000000e+00
-7.535088257172913861e-01,-1.533259834018093404e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-9.519492670328676409e-01,-1.618645694792738343e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.535088257172913861e-01,-1.533259834018093404e+00,0.000000000000000000e+00
-7.535088257172913861e-01,-1.533259834018093404e+00,0.000000000000000000e+00
-7.658347498777857698e-01,-1.536246930137603162e+00,0.000000000000000000e+00
-6.070315205905173483e-01,-1.425780734019910234e+00,0.000000000000000000e+00
-7.624121668088302828e-01,-1.517929831291557008e+00,0.000000000000000000e+00
-7.620421578284035657e-01,-1.539177665952970120e+00,0.000000000000000000e+00
-7.624121668088302828e-01,-1.517929831291557008e+00,0.000000000000000000e+00
-7.658347498777857698e-01,-1.536246930137603162e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-9.519492670328676409e-01,-1.618645694792738343e+00,0.000000000000000000e+00
-7.554051217419833764e-01,-1.542897446026321173e+00,0.000000000000000000e+00
-7.736974407118719643e-01,-1.539290386561253055e+00,0.000000000000000000e+00
-8.790574978886314117e-01,-1.587534806906531593e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.658347498777857698e-01,-1.536246930137603162e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-6.283764136489331520e-01,-1.508292219283329461e+00,0.000000000000000000e+00
-5.773614254724785955e-01,-1.583533225312472315e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.658347498777857698e-01,-1.536246930137603162e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.740674496923003467e-01,-1.538839504128119984e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.658347498777857698e-01,-1.536246930137603162e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-9.519492670328676409e-01,-1.618645694792738343e+00,0.000000000000000000e+00
-7.721249025450550585e-01,-1.537937739261852732e+00,0.000000000000000000e+00
-7.658347498777857698e-01,-1.536246930137603162e+00,0.000000000000000000e+00
-7.720324002999484625e-01,-1.537994099565994643e+00,0.000000000000000000e+00
-7.535088257172913861e-01,-1.533259834018093404e+00,0.000000000000000000e+00
-6.283764136489331520e-01,-1.508292219283329461e+00,0.000000000000000000e+00
-9.861982232836969953e-01,-1.633017572348867352e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.658347498777857698e-01,-1.536246930137603162e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.624121668088302828e-01,-1.517929831291557008e+00,0.000000000000000000e+00
-6.283764136489331520e-01,-1.508292219283329461e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.610477586935042726e-01,-1.537261415612152682e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.664822655935342732e-01,-1.537543217132861573e+00,0.000000000000000000e+00
-7.664822655935342732e-01,-1.537543217132861573e+00,0.000000000000000000e+00
-7.664822655935342732e-01,-1.537543217132861573e+00,0.000000000000000000e+00
-7.664822655935342732e-01,-1.537543217132861573e+00,0.000000000000000000e+00
-7.664822655935342732e-01,-1.537543217132861573e+00,0.000000000000000000e+00
-6.994181378910322433e-01,4.012512453409243784e-01,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.535088257172913861e-01,-1.533259834018093404e+00,0.000000000000000000e+00
-7.624121668088302828e-01,-1.517929831291557008e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-6.299952029383050212e-01,-1.535739687400327957e+00,0.000000000000000000e+00
-6.283764136489331520e-01,-1.508292219283329461e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.283764136489331520e-01,-1.508292219283329461e+00,0.000000000000000000e+00
-7.658347498777857698e-01,-1.536246930137603162e+00,0.000000000000000000e+00
-7.658347498777857698e-01,-1.536246930137603162e+00,0.000000000000000000e+00
-7.598683550683915655e-01,-5.341381783768793801e-01,0.000000000000000000e+00
-7.462705250376761024e-01,-1.528187406645342916e+00,0.000000000000000000e+00
-7.462705250376761024e-01,-1.528187406645342916e+00,0.000000000000000000e+00
-7.621115345122326801e-01,-1.537430496524577750e+00,0.000000000000000000e+00
-7.658347498777857698e-01,-1.536246930137603162e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
-7.444436056968150028e-01,-1.539064945344686963e+00,0.000000000000000000e+00
